Well,Row,Column,Time.pt,time,NumNuclei,l2,nl2,exptDate,cellLine,drug,conc,UID
D06,D,6,4,42,398,8.636624621,0.753981571,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
D06,D,6,5,49,436,8.768184325,0.885541275,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
D06,D,6,6,64,488,8.930737338,1.048094288,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
D06,D,6,7,72,590,9.204571144,1.321928095,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
D06,D,6,8,85,680,9.409390936,1.526747887,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
D06,D,6,9,97,781,9.609178738,1.726535689,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
D07,D,7,1,0,339,8.405141463,0,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,2,17,461,8.84862294,0.443481477,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,3,24,481,8.909893084,0.504751621,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,4,42,499,8.962896005,0.557754542,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,5,49,520,9.022367813,0.61722635,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,6,64,569,9.152284842,0.747143379,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,7,72,617,9.269126679,0.863985216,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,8,85,675,9.398743692,0.993602229,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D07,D,7,9,97,701,9.453270634,1.048129171,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
D08,D,8,1,0,318,8.312882955,0,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,2,17,442,8.787902559,0.475019604,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,3,24,479,8.903881846,0.59099889,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,4,42,489,8.933690655,0.6208077,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,5,49,483,8.915879379,0.602996424,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,6,64,517,9.01402047,0.701137515,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,7,72,532,9.055282436,0.74239948,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,8,85,555,9.116343961,0.803461006,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D08,D,8,9,97,606,9.243173983,0.930291028,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
D09,D,9,1,0,254,7.988684687,0,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,2,17,298,8.21916852,0.230483834,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,3,24,338,8.400879436,0.41219475,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,4,42,345,8.430452552,0.441767865,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,5,49,339,8.405141463,0.416456776,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,6,64,343,8.422064766,0.433380079,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,7,72,344,8.426264755,0.437580068,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,8,85,358,8.483815777,0.49513109,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D09,D,9,9,97,365,8.511752654,0.523067967,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,1,0,256,8,0,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,2,17,288,8.169925001,0.169925001,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,3,24,283,8.144658243,0.144658243,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,4,42,288,8.169925001,0.169925001,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,5,49,290,8.17990909,0.17990909,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,6,64,296,8.209453366,0.209453366,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,7,72,292,8.189824559,0.189824559,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,8,85,296,8.209453366,0.209453366,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D10,D,10,9,97,294,8.199672345,0.199672345,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
D11,D,11,1,0,238,7.894817763,0,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,2,17,274,8.098032083,0.20321432,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,3,24,278,8.118941073,0.224123309,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,4,42,294,8.199672345,0.304854582,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,5,49,291,8.184875343,0.29005758,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,6,64,302,8.238404739,0.343586976,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,7,72,314,8.294620749,0.399802986,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,8,85,312,8.285402219,0.390584456,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
D11,D,11,9,97,328,8.357552005,0.462734241,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E02,E,2,1,0,262,8.033423002,0,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,2,17,419,8.710806434,0.677383432,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,3,24,538,9.071462363,1.038039361,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,4,42,1029,10.00702727,1.973604265,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,5,49,1151,10.16867212,2.135249117,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,6,64,1923,10.90914305,2.875720046,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,7,72,2541,11.31118066,3.277757659,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,8,85,3694,11.85096815,3.817545149,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E02,E,2,9,97,4920,12.2644426,4.231019599,9/1/13,MDAMB231,rot,0,2013-09-01_MDAMB231_rot
E03,E,3,1,0,293,8.194756854,0,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,2,17,544,9.087462841,0.892705987,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,3,24,625,9.28771238,1.092955525,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,4,42,1169,10.19105921,1.99630236,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,5,49,1435,10.48683502,2.292078167,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,6,64,2322,11.18115226,2.986395402,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,7,72,3027,11.56367296,3.368916105,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,8,85,4227,12.0454184,3.850661543,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E03,E,3,9,97,5420,12.40407714,4.209320282,9/1/13,MDAMB231,rot,2.44E-10,2013-09-01_MDAMB231_rot
E04,E,4,1,0,341,8.413627929,0,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,2,17,637,9.315149562,0.901521633,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,3,24,743,9.537218401,1.123590472,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,4,42,1369,10.41890673,2.005278802,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,5,49,1605,10.64835758,2.234729653,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,6,64,2511,11.29404631,2.880418384,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,7,72,3053,11.57601187,3.162383945,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,8,85,4467,12.12509054,3.71146261,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E04,E,4,9,97,5612,12.45429929,4.040671365,9/1/13,MDAMB231,rot,9.77E-10,2013-09-01_MDAMB231_rot
E05,E,5,1,0,302,8.238404739,0,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,2,17,483,8.915879379,0.67747464,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,3,24,523,9.030667136,0.792262397,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,4,42,757,9.56414949,1.325744751,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,5,49,850,9.731319031,1.492914292,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,6,64,1251,10.28886607,2.050461335,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,7,72,1521,10.57080444,2.332399698,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,8,85,2068,11.01402047,2.775615731,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E05,E,5,9,97,2776,11.43879185,3.200387113,9/1/13,MDAMB231,rot,3.91E-09,2013-09-01_MDAMB231_rot
E06,E,6,1,0,276,8.108524457,0,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,2,17,367,8.519636253,0.411111796,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,3,24,398,8.636624621,0.528100164,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,4,42,451,8.816983623,0.708459166,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,5,49,461,8.84862294,0.740098484,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,6,64,568,9.14974712,1.041222663,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,7,72,619,9.273795599,1.165271142,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,8,85,783,9.612868497,1.504344041,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E06,E,6,9,97,914,9.836050355,1.727525898,9/1/13,MDAMB231,rot,1.56E-08,2013-09-01_MDAMB231_rot
E07,E,7,1,0,197,7.622051819,0,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,2,17,240,7.906890596,0.284838776,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,3,24,268,8.06608919,0.444037371,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,4,42,287,8.164906927,0.542855107,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,5,49,297,8.214319121,0.592267301,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,6,64,320,8.321928095,0.699876275,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,7,72,347,8.438791853,0.816740033,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,8,85,387,8.596189756,0.974137937,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E07,E,7,9,97,417,8.703903573,1.081851754,9/1/13,MDAMB231,rot,6.25E-08,2013-09-01_MDAMB231_rot
E08,E,8,1,0,335,8.388017285,0,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,2,17,434,8.761551232,0.373533947,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,3,24,459,8.842350343,0.454333058,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,4,42,484,8.918863237,0.530845952,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,5,49,496,8.95419631,0.566179025,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,6,64,509,8.991521846,0.603504561,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,7,72,549,9.100662339,0.712645054,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,8,85,569,9.152284842,0.764267557,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E08,E,8,9,97,611,9.25502857,0.867011284,9/1/13,MDAMB231,rot,2.50E-07,2013-09-01_MDAMB231_rot
E09,E,9,1,0,273,8.092757141,0,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,2,17,335,8.388017285,0.295260144,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,3,24,334,8.383704292,0.290947152,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,4,42,356,8.475733431,0.38297629,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,5,49,373,8.54303182,0.450274679,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,6,64,367,8.519636253,0.426879112,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,7,72,356,8.475733431,0.38297629,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,8,85,371,8.535275377,0.442518236,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E09,E,9,9,97,382,8.577428828,0.484671687,9/1/13,MDAMB231,rot,1.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,1,0,276,8.108524457,0,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,2,17,296,8.209453366,0.100928909,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,3,24,293,8.194756854,0.086232398,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,4,42,297,8.214319121,0.105794664,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,5,49,306,8.257387843,0.148863386,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,6,64,299,8.224001674,0.115477217,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,7,72,295,8.204571144,0.096046687,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,8,85,312,8.285402219,0.176877762,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E10,E,10,9,97,310,8.276124405,0.167599948,9/1/13,MDAMB231,rot,4.00E-06,2013-09-01_MDAMB231_rot
E11,E,11,1,0,268,8.06608919,0,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,2,17,309,8.271463028,0.205373837,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,3,24,306,8.257387843,0.191298652,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,4,42,324,8.339850003,0.273760812,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,5,49,305,8.252665432,0.186576242,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,6,64,334,8.383704292,0.317615102,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,7,72,333,8.379378367,0.313289177,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,8,85,344,8.426264755,0.360175564,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
E11,E,11,9,97,331,8.370687407,0.304598216,9/1/13,MDAMB231,rot,1.60E-05,2013-09-01_MDAMB231_rot
