Expt,Well,Subline,Time_h,Cell.count,Condition,FUCCI.cells,UID,l2,cc,nl2
X20120612,G06,DS5,132.66,97,Erlotinib,6,DS5_X20120612_Erlotinib_G06,6.599912842,DS5_Erlotinib,1.599912842
X20120612,G06,DS5,133.665,84,Erlotinib,2,DS5_X20120612_Erlotinib_G06,6.392317423,DS5_Erlotinib,1.392317423
X20120612,G06,DS5,134.67,91,Erlotinib,6,DS5_X20120612_Erlotinib_G06,6.50779464,DS5_Erlotinib,1.50779464
X20120612,G06,DS5,135.675,95,Erlotinib,3,DS5_X20120612_Erlotinib_G06,6.569855608,DS5_Erlotinib,1.569855608
X20120612,G06,DS5,136.68,91,Erlotinib,5,DS5_X20120612_Erlotinib_G06,6.50779464,DS5_Erlotinib,1.50779464
X20120612,G06,DS5,137.685,87,Erlotinib,4,DS5_X20120612_Erlotinib_G06,6.442943496,DS5_Erlotinib,1.442943496
X20120612,G06,DS5,138.69,86,Erlotinib,4,DS5_X20120612_Erlotinib_G06,6.426264755,DS5_Erlotinib,1.426264755
X20120612,G06,DS5,139.695,90,Erlotinib,2,DS5_X20120612_Erlotinib_G06,6.491853096,DS5_Erlotinib,1.491853096
X20120612,G06,DS5,140.7,81,Erlotinib,2,DS5_X20120612_Erlotinib_G06,6.339850003,DS5_Erlotinib,1.339850003
X20120612,G06,DS5,141.705,90,Erlotinib,3,DS5_X20120612_Erlotinib_G06,6.491853096,DS5_Erlotinib,1.491853096
X20120612,G06,DS5,142.71,89,Erlotinib,4,DS5_X20120612_Erlotinib_G06,6.475733431,DS5_Erlotinib,1.475733431
X20120612,G06,DS5,143.715,83,Erlotinib,1,DS5_X20120612_Erlotinib_G06,6.375039431,DS5_Erlotinib,1.375039431
X20120612,G06,DS5,144.72,85,Erlotinib,1,DS5_X20120612_Erlotinib_G06,6.409390936,DS5_Erlotinib,1.409390936
X20120612,G06,DS5,145.725,88,Erlotinib,3,DS5_X20120612_Erlotinib_G06,6.459431619,DS5_Erlotinib,1.459431619
X20120112,E05,DS3,0,253,Erlotinib,130,DS3_X20120112_Erlotinib_E05,7.982993575,DS3_Erlotinib,0
X20120112,E05,DS3,1.070833333,247,Erlotinib,124,DS3_X20120112_Erlotinib_E05,7.948367232,DS3_Erlotinib,-0.034626343
X20120112,E05,DS3,2.141666667,260,Erlotinib,120,DS3_X20120112_Erlotinib_E05,8.022367813,DS3_Erlotinib,0.039374238
X20120112,E05,DS3,3.2125,273,Erlotinib,121,DS3_X20120112_Erlotinib_E05,8.092757141,DS3_Erlotinib,0.109763566
X20120112,E05,DS3,4.283333333,281,Erlotinib,114,DS3_X20120112_Erlotinib_E05,8.13442632,DS3_Erlotinib,0.151432746
X20120112,E05,DS3,5.354166667,294,Erlotinib,116,DS3_X20120112_Erlotinib_E05,8.199672345,DS3_Erlotinib,0.21667877
X20120112,E05,DS3,6.425,320,Erlotinib,109,DS3_X20120112_Erlotinib_E05,8.321928095,DS3_Erlotinib,0.33893452
X20120112,E05,DS3,7.495833333,343,Erlotinib,119,DS3_X20120112_Erlotinib_E05,8.422064766,DS3_Erlotinib,0.439071191
X20120112,E05,DS3,8.566666667,340,Erlotinib,118,DS3_X20120112_Erlotinib_E05,8.409390936,DS3_Erlotinib,0.426397361
X20120112,E05,DS3,9.6375,334,Erlotinib,112,DS3_X20120112_Erlotinib_E05,8.383704292,DS3_Erlotinib,0.400710718
X20120112,E05,DS3,10.70833333,354,Erlotinib,107,DS3_X20120112_Erlotinib_E05,8.46760555,DS3_Erlotinib,0.484611975
X20120112,E05,DS3,11.77916667,340,Erlotinib,119,DS3_X20120112_Erlotinib_E05,8.409390936,DS3_Erlotinib,0.426397361
X20120112,E05,DS3,12.85,337,Erlotinib,118,DS3_X20120112_Erlotinib_E05,8.396604781,DS3_Erlotinib,0.413611206
X20120112,E05,DS3,13.92083333,358,Erlotinib,124,DS3_X20120112_Erlotinib_E05,8.483815777,DS3_Erlotinib,0.500822203
X20120112,E05,DS3,14.99166667,394,Erlotinib,131,DS3_X20120112_Erlotinib_E05,8.622051819,DS3_Erlotinib,0.639058245
X20120112,E05,DS3,16.0625,422,Erlotinib,146,DS3_X20120112_Erlotinib_E05,8.721099189,DS3_Erlotinib,0.738105614
X20120112,E05,DS3,17.13333333,414,Erlotinib,149,DS3_X20120112_Erlotinib_E05,8.693486957,DS3_Erlotinib,0.710493383
X20120112,E05,DS3,18.20416667,393,Erlotinib,157,DS3_X20120112_Erlotinib_E05,8.618385502,DS3_Erlotinib,0.635391928
X20120112,E05,DS3,19.275,425,Erlotinib,162,DS3_X20120112_Erlotinib_E05,8.731319031,DS3_Erlotinib,0.748325456
X20120112,E05,DS3,20.34583333,419,Erlotinib,157,DS3_X20120112_Erlotinib_E05,8.710806434,DS3_Erlotinib,0.727812859
X20120112,E05,DS3,21.41666667,399,Erlotinib,148,DS3_X20120112_Erlotinib_E05,8.640244936,DS3_Erlotinib,0.657251362
X20120112,E05,DS3,22.4875,480,Erlotinib,150,DS3_X20120112_Erlotinib_E05,8.906890596,DS3_Erlotinib,0.923897021
X20120112,E05,DS3,23.55833333,513,Erlotinib,138,DS3_X20120112_Erlotinib_E05,9.002815016,DS3_Erlotinib,1.019821441
X20120112,E05,DS3,24.62916667,521,Erlotinib,141,DS3_X20120112_Erlotinib_E05,9.025139562,DS3_Erlotinib,1.042145988
X20120112,E05,DS3,25.7,536,Erlotinib,139,DS3_X20120112_Erlotinib_E05,9.06608919,DS3_Erlotinib,1.083095616
X20120112,E05,DS3,26.77083333,536,Erlotinib,147,DS3_X20120112_Erlotinib_E05,9.06608919,DS3_Erlotinib,1.083095616
X20120112,E05,DS3,27.84166667,546,Erlotinib,140,DS3_X20120112_Erlotinib_E05,9.092757141,DS3_Erlotinib,1.109763566
X20120112,E05,DS3,28.9125,565,Erlotinib,130,DS3_X20120112_Erlotinib_E05,9.142107057,DS3_Erlotinib,1.159113483
X20120112,E05,DS3,29.98333333,598,Erlotinib,126,DS3_X20120112_Erlotinib_E05,9.224001674,DS3_Erlotinib,1.2410081
X20120112,E05,DS3,31.05416667,618,Erlotinib,120,DS3_X20120112_Erlotinib_E05,9.271463028,DS3_Erlotinib,1.288469453
X20120112,E05,DS3,32.125,619,Erlotinib,116,DS3_X20120112_Erlotinib_E05,9.273795599,DS3_Erlotinib,1.290802025
X20120112,E05,DS3,33.19583333,632,Erlotinib,111,DS3_X20120112_Erlotinib_E05,9.303780748,DS3_Erlotinib,1.320787173
X20120112,E05,DS3,34.26666667,636,Erlotinib,95,DS3_X20120112_Erlotinib_E05,9.312882955,DS3_Erlotinib,1.329889381
X20120112,E05,DS3,35.3375,654,Erlotinib,96,DS3_X20120112_Erlotinib_E05,9.353146825,DS3_Erlotinib,1.370153251
X20120112,E05,DS3,36.40833333,673,Erlotinib,96,DS3_X20120112_Erlotinib_E05,9.394462695,DS3_Erlotinib,1.41146912
X20120112,E05,DS3,37.47916667,681,Erlotinib,92,DS3_X20120112_Erlotinib_E05,9.411510988,DS3_Erlotinib,1.428517413
X20120112,E05,DS3,38.55,701,Erlotinib,90,DS3_X20120112_Erlotinib_E05,9.453270634,DS3_Erlotinib,1.470277059
X20120112,E05,DS3,39.62083333,720,Erlotinib,93,DS3_X20120112_Erlotinib_E05,9.491853096,DS3_Erlotinib,1.508859522
X20120112,E05,DS3,40.69166667,722,Erlotinib,100,DS3_X20120112_Erlotinib_E05,9.495855027,DS3_Erlotinib,1.512861452
X20120112,E05,DS3,41.7625,742,Erlotinib,97,DS3_X20120112_Erlotinib_E05,9.535275377,DS3_Erlotinib,1.552281802
X20120112,E05,DS3,42.83333333,738,Erlotinib,91,DS3_X20120112_Erlotinib_E05,9.527477006,DS3_Erlotinib,1.544483431
X20120112,E05,DS3,43.90416667,735,Erlotinib,90,DS3_X20120112_Erlotinib_E05,9.52160044,DS3_Erlotinib,1.538606865
X20120112,E05,DS3,44.975,746,Erlotinib,84,DS3_X20120112_Erlotinib_E05,9.54303182,DS3_Erlotinib,1.560038246
X20120112,E05,DS3,46.04583333,747,Erlotinib,74,DS3_X20120112_Erlotinib_E05,9.544964433,DS3_Erlotinib,1.561970858
X20120112,E05,DS3,47.11666667,772,Erlotinib,63,DS3_X20120112_Erlotinib_E05,9.592457037,DS3_Erlotinib,1.609463463
X20120112,E05,DS3,48.1875,765,Erlotinib,57,DS3_X20120112_Erlotinib_E05,9.579315938,DS3_Erlotinib,1.596322363
X20120112,E05,DS3,49.25833333,773,Erlotinib,53,DS3_X20120112_Erlotinib_E05,9.594324604,DS3_Erlotinib,1.611331029
X20120112,E05,DS3,50.32916667,783,Erlotinib,42,DS3_X20120112_Erlotinib_E05,9.612868497,DS3_Erlotinib,1.629874923
X20120112,E05,DS3,51.4,803,Erlotinib,42,DS3_X20120112_Erlotinib_E05,9.649256178,DS3_Erlotinib,1.666262603
X20120112,E05,DS3,52.47083333,812,Erlotinib,34,DS3_X20120112_Erlotinib_E05,9.665335917,DS3_Erlotinib,1.682342342
X20120112,E05,DS3,53.54166667,796,Erlotinib,34,DS3_X20120112_Erlotinib_E05,9.636624621,DS3_Erlotinib,1.653631046
X20120112,E05,DS3,54.6125,802,Erlotinib,26,DS3_X20120112_Erlotinib_E05,9.647458426,DS3_Erlotinib,1.664464852
X20120112,E05,DS3,55.68333333,795,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.63481105,DS3_Erlotinib,1.651817475
X20120112,E05,DS3,56.75416667,814,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.668884984,DS3_Erlotinib,1.68589141
X20120112,E05,DS3,57.825,831,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.698704667,DS3_Erlotinib,1.715711092
X20120112,E05,DS3,58.89583333,823,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.68474862,DS3_Erlotinib,1.701755046
X20120112,E05,DS3,59.96666667,823,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.68474862,DS3_Erlotinib,1.701755046
X20120112,E05,DS3,61.0375,826,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.689997971,DS3_Erlotinib,1.707004397
X20120112,E05,DS3,62.10833333,816,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.672425342,DS3_Erlotinib,1.689431767
X20120112,E05,DS3,63.17916667,812,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.665335917,DS3_Erlotinib,1.682342342
X20120112,E05,DS3,64.25,818,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.675957033,DS3_Erlotinib,1.692963458
X20120112,E05,DS3,65.32083333,824,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.686500527,DS3_Erlotinib,1.703506952
X20120112,E05,DS3,66.39166667,804,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.651051691,DS3_Erlotinib,1.668058116
X20120112,E05,DS3,67.4625,809,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.659995892,DS3_Erlotinib,1.677002318
X20120112,E05,DS3,68.53333333,814,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.668884984,DS3_Erlotinib,1.68589141
X20120112,E05,DS3,69.60416667,814,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.668884984,DS3_Erlotinib,1.68589141
X20120112,E05,DS3,70.675,816,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.672425342,DS3_Erlotinib,1.689431767
X20120112,E05,DS3,71.74583333,804,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.651051691,DS3_Erlotinib,1.668058116
X20120112,E05,DS3,72.81666667,815,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.670656249,DS3_Erlotinib,1.687662674
X20120112,E05,DS3,73.8875,810,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.661778098,DS3_Erlotinib,1.678784523
X20120112,E05,DS3,74.95833333,806,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.654636029,DS3_Erlotinib,1.671642454
X20120112,E05,DS3,76.02916667,799,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.642051693,DS3_Erlotinib,1.659058118
X20120112,E05,DS3,77.1,783,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.612868497,DS3_Erlotinib,1.629874923
X20120112,E05,DS3,78.17083333,781,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.609178738,DS3_Erlotinib,1.626185163
X20120112,E05,DS3,79.24166667,761,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.571752644,DS3_Erlotinib,1.588759069
X20120112,E05,DS3,80.3125,752,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.554588852,DS3_Erlotinib,1.571595277
X20120112,E05,DS3,81.38333333,743,Erlotinib,18,DS3_X20120112_Erlotinib_E05,9.537218401,DS3_Erlotinib,1.554224826
X20120112,E05,DS3,82.45416667,741,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.533329732,DS3_Erlotinib,1.550336158
X20120112,E05,DS3,83.525,750,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.550746785,DS3_Erlotinib,1.567753211
X20120112,E05,DS3,84.59583333,747,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.544964433,DS3_Erlotinib,1.561970858
X20120112,E05,DS3,85.66666667,734,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.519636253,DS3_Erlotinib,1.536642678
X20120112,E05,DS3,86.7375,745,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.541096615,DS3_Erlotinib,1.558103041
X20120112,E05,DS3,87.80833333,711,Erlotinib,18,DS3_X20120112_Erlotinib_E05,9.47370575,DS3_Erlotinib,1.490712175
X20120112,E05,DS3,88.87916667,715,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.481799432,DS3_Erlotinib,1.498805857
X20120112,E05,DS3,89.95,716,Erlotinib,18,DS3_X20120112_Erlotinib_E05,9.483815777,DS3_Erlotinib,1.500822203
X20120112,E05,DS3,91.02083333,710,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.471675214,DS3_Erlotinib,1.48868164
X20120112,E05,DS3,92.09166667,692,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.434628228,DS3_Erlotinib,1.451634653
X20120112,E05,DS3,93.1625,676,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.400879436,DS3_Erlotinib,1.417885862
X20120112,E05,DS3,94.23333333,701,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.453270634,DS3_Erlotinib,1.470277059
X20120112,E05,DS3,95.30416667,659,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.364134655,DS3_Erlotinib,1.38114108
X20120112,E05,DS3,96.375,650,Erlotinib,11,DS3_X20120112_Erlotinib_E05,9.344295908,DS3_Erlotinib,1.361302333
X20120112,E05,DS3,97.44583333,647,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.337621902,DS3_Erlotinib,1.354628327
X20120112,E05,DS3,98.51666667,642,Erlotinib,10,DS3_X20120112_Erlotinib_E05,9.326429487,DS3_Erlotinib,1.343435912
X20120112,E05,DS3,99.5875,650,Erlotinib,11,DS3_X20120112_Erlotinib_E05,9.344295908,DS3_Erlotinib,1.361302333
X20120112,E05,DS3,100.6583333,621,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.278449458,DS3_Erlotinib,1.295455884
X20120112,E05,DS3,101.7291667,617,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.269126679,DS3_Erlotinib,1.286133104
X20120112,E05,DS3,102.8,645,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.33315535,DS3_Erlotinib,1.350161776
X20120112,E05,DS3,103.8708333,623,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.283088353,DS3_Erlotinib,1.300094778
X20120112,E05,DS3,104.9416667,617,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.269126679,DS3_Erlotinib,1.286133104
X20120112,E05,DS3,106.0125,591,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.20701432,DS3_Erlotinib,1.224020745
X20120112,E05,DS3,107.0833333,583,Erlotinib,12,DS3_X20120112_Erlotinib_E05,9.187352073,DS3_Erlotinib,1.204358499
X20120112,E05,DS3,108.1541667,565,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.142107057,DS3_Erlotinib,1.159113483
X20120112,E05,DS3,109.225,589,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.202123824,DS3_Erlotinib,1.219130249
X20120112,E05,DS3,110.2958333,570,Erlotinib,13,DS3_X20120112_Erlotinib_E05,9.154818109,DS3_Erlotinib,1.171824534
X20120112,E05,DS3,111.3666667,550,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.103287808,DS3_Erlotinib,1.120294234
X20120112,E05,DS3,112.4375,588,Erlotinib,15,DS3_X20120112_Erlotinib_E05,9.199672345,DS3_Erlotinib,1.21667877
X20120112,E05,DS3,113.5083333,547,Erlotinib,14,DS3_X20120112_Erlotinib_E05,9.095397023,DS3_Erlotinib,1.112403448
X20120112,E05,DS3,114.5791667,548,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.098032083,DS3_Erlotinib,1.115038508
X20120112,E05,DS3,115.65,531,Erlotinib,17,DS3_X20120112_Erlotinib_E05,9.052568051,DS3_Erlotinib,1.069574476
X20120112,E05,DS3,116.7208333,532,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.055282436,DS3_Erlotinib,1.072288861
X20120112,E05,DS3,117.7916667,512,Erlotinib,18,DS3_X20120112_Erlotinib_E05,9,DS3_Erlotinib,1.017006425
X20120112,E05,DS3,118.8625,530,Erlotinib,19,DS3_X20120112_Erlotinib_E05,9.049848549,DS3_Erlotinib,1.066854975
X20120112,E05,DS3,119.9333333,530,Erlotinib,20,DS3_X20120112_Erlotinib_E05,9.049848549,DS3_Erlotinib,1.066854975
X20120112,E05,DS3,121.0041667,505,Erlotinib,18,DS3_X20120112_Erlotinib_E05,8.980139578,DS3_Erlotinib,0.997146003
X20120112,E05,DS3,122.075,479,Erlotinib,16,DS3_X20120112_Erlotinib_E05,8.903881846,DS3_Erlotinib,0.920888271
X20120112,E05,DS3,123.1458333,515,Erlotinib,16,DS3_X20120112_Erlotinib_E05,9.008428622,DS3_Erlotinib,1.025435047
X20120112,E05,DS3,124.2166667,499,Erlotinib,15,DS3_X20120112_Erlotinib_E05,8.962896005,DS3_Erlotinib,0.979902431
X20120112,E05,DS3,125.2875,499,Erlotinib,15,DS3_X20120112_Erlotinib_E05,8.962896005,DS3_Erlotinib,0.979902431
X20120112,E05,DS3,126.3583333,486,Erlotinib,14,DS3_X20120112_Erlotinib_E05,8.924812504,DS3_Erlotinib,0.941818929
X20120112,E05,DS3,127.4291667,447,Erlotinib,13,DS3_X20120112_Erlotinib_E05,8.804131021,DS3_Erlotinib,0.821137446
X20120112,E05,DS3,128.5,456,Erlotinib,12,DS3_X20120112_Erlotinib_E05,8.832890014,DS3_Erlotinib,0.849896439
X20120112,E05,DS3,129.5708333,467,Erlotinib,10,DS3_X20120112_Erlotinib_E05,8.86727874,DS3_Erlotinib,0.884285165
X20120112,E05,DS3,130.6416667,479,Erlotinib,11,DS3_X20120112_Erlotinib_E05,8.903881846,DS3_Erlotinib,0.920888271
X20120112,E05,DS3,131.7125,478,Erlotinib,10,DS3_X20120112_Erlotinib_E05,8.900866808,DS3_Erlotinib,0.917873233
X20120112,E05,DS3,132.7833333,481,Erlotinib,11,DS3_X20120112_Erlotinib_E05,8.909893084,DS3_Erlotinib,0.926899509
X20120112,E05,DS3,133.8541667,478,Erlotinib,8,DS3_X20120112_Erlotinib_E05,8.900866808,DS3_Erlotinib,0.917873233
X20120112,E05,DS3,134.925,440,Erlotinib,11,DS3_X20120112_Erlotinib_E05,8.781359714,DS3_Erlotinib,0.798366139
X20120112,E05,DS3,135.9958333,484,Erlotinib,10,DS3_X20120112_Erlotinib_E05,8.918863237,DS3_Erlotinib,0.935869663
X20120112,E05,DS3,137.0666667,454,Erlotinib,12,DS3_X20120112_Erlotinib_E05,8.826548487,DS3_Erlotinib,0.843554913
X20120112,E05,DS3,138.1375,455,Erlotinib,13,DS3_X20120112_Erlotinib_E05,8.829722735,DS3_Erlotinib,0.84672916
X20120112,E05,DS3,139.2083333,448,Erlotinib,10,DS3_X20120112_Erlotinib_E05,8.807354922,DS3_Erlotinib,0.824361347
X20120112,E05,DS3,140.2791667,443,Erlotinib,11,DS3_X20120112_Erlotinib_E05,8.791162889,DS3_Erlotinib,0.808169314
X20120112,E05,DS3,141.35,427,Erlotinib,13,DS3_X20120112_Erlotinib_E05,8.73809226,DS3_Erlotinib,0.755098685
X20120112,E05,DS3,142.4208333,446,Erlotinib,12,DS3_X20120112_Erlotinib_E05,8.8008999,DS3_Erlotinib,0.817906325
X20120112,E05,DS3,143.4916667,441,Erlotinib,12,DS3_X20120112_Erlotinib_E05,8.784634846,DS3_Erlotinib,0.801641271
X20120112,E05,DS3,144.5625,442,Erlotinib,12,DS3_X20120112_Erlotinib_E05,8.787902559,DS3_Erlotinib,0.804908985
X20120112,E05,DS3,145.6333333,453,Erlotinib,14,DS3_X20120112_Erlotinib_E05,8.82336724,DS3_Erlotinib,0.840373665
X20120612,G05,DS4,0,45,Erlotinib,14,DS4_X20120612_Erlotinib_G05,5.491853096,DS4_Erlotinib,0
X20120612,G05,DS4,1.005,46,Erlotinib,13,DS4_X20120612_Erlotinib_G05,5.523561956,DS4_Erlotinib,0.03170886
X20120612,G05,DS4,2.01,48,Erlotinib,15,DS4_X20120612_Erlotinib_G05,5.584962501,DS4_Erlotinib,0.093109404
X20120612,G05,DS4,3.015,47,Erlotinib,14,DS4_X20120612_Erlotinib_G05,5.554588852,DS4_Erlotinib,0.062735755
X20120612,G05,DS4,4.02,48,Erlotinib,12,DS4_X20120612_Erlotinib_G05,5.584962501,DS4_Erlotinib,0.093109404
X20120612,G05,DS4,5.024999999,48,Erlotinib,7,DS4_X20120612_Erlotinib_G05,5.584962501,DS4_Erlotinib,0.093109404
X20120612,G05,DS4,6.029999999,48,Erlotinib,9,DS4_X20120612_Erlotinib_G05,5.584962501,DS4_Erlotinib,0.093109404
X20120612,G05,DS4,7.034999999,54,Erlotinib,13,DS4_X20120612_Erlotinib_G05,5.754887502,DS4_Erlotinib,0.263034406
X20120612,G05,DS4,8.039999999,56,Erlotinib,12,DS4_X20120612_Erlotinib_G05,5.807354922,DS4_Erlotinib,0.315501826
X20120612,G05,DS4,9.044999999,55,Erlotinib,11,DS4_X20120612_Erlotinib_G05,5.781359714,DS4_Erlotinib,0.289506617
X20120612,G05,DS4,10.05,58,Erlotinib,14,DS4_X20120612_Erlotinib_G05,5.857980995,DS4_Erlotinib,0.366127899
X20120612,G05,DS4,11.055,61,Erlotinib,19,DS4_X20120612_Erlotinib_G05,5.930737338,DS4_Erlotinib,0.438884241
X20120612,G05,DS4,12.06,66,Erlotinib,16,DS4_X20120612_Erlotinib_G05,6.044394119,DS4_Erlotinib,0.552541023
X20120612,G05,DS4,13.065,67,Erlotinib,16,DS4_X20120612_Erlotinib_G05,6.06608919,DS4_Erlotinib,0.574236094
X20120612,G05,DS4,14.07,67,Erlotinib,17,DS4_X20120612_Erlotinib_G05,6.06608919,DS4_Erlotinib,0.574236094
X20120612,G05,DS4,15.075,68,Erlotinib,16,DS4_X20120612_Erlotinib_G05,6.087462841,DS4_Erlotinib,0.595609745
X20120612,G05,DS4,16.08,69,Erlotinib,20,DS4_X20120612_Erlotinib_G05,6.108524457,DS4_Erlotinib,0.61667136
X20120612,G05,DS4,17.085,72,Erlotinib,17,DS4_X20120612_Erlotinib_G05,6.169925001,DS4_Erlotinib,0.678071905
X20120612,G05,DS4,18.09,71,Erlotinib,18,DS4_X20120612_Erlotinib_G05,6.14974712,DS4_Erlotinib,0.657894023
X20120612,G05,DS4,19.095,71,Erlotinib,17,DS4_X20120612_Erlotinib_G05,6.14974712,DS4_Erlotinib,0.657894023
X20120612,G05,DS4,20.1,72,Erlotinib,19,DS4_X20120612_Erlotinib_G05,6.169925001,DS4_Erlotinib,0.678071905
X20120612,G05,DS4,21.105,74,Erlotinib,17,DS4_X20120612_Erlotinib_G05,6.209453366,DS4_Erlotinib,0.717600269
X20120612,G05,DS4,22.11,76,Erlotinib,20,DS4_X20120612_Erlotinib_G05,6.247927513,DS4_Erlotinib,0.756074417
X20120612,G05,DS4,23.115,78,Erlotinib,16,DS4_X20120612_Erlotinib_G05,6.285402219,DS4_Erlotinib,0.793549123
X20120612,G05,DS4,24.12,78,Erlotinib,11,DS4_X20120612_Erlotinib_G05,6.285402219,DS4_Erlotinib,0.793549123
X20120612,G05,DS4,25.125,87,Erlotinib,11,DS4_X20120612_Erlotinib_G05,6.442943496,DS4_Erlotinib,0.9510904
X20120612,G05,DS4,26.13,88,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.459431619,DS4_Erlotinib,0.967578522
X20120612,G05,DS4,27.135,91,Erlotinib,11,DS4_X20120612_Erlotinib_G05,6.50779464,DS4_Erlotinib,1.015941544
X20120612,G05,DS4,28.14,92,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.523561956,DS4_Erlotinib,1.03170886
X20120612,G05,DS4,29.145,95,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.569855608,DS4_Erlotinib,1.078002512
X20120612,G05,DS4,30.15,94,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.554588852,DS4_Erlotinib,1.062735755
X20120612,G05,DS4,31.155,95,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.569855608,DS4_Erlotinib,1.078002512
X20120612,G05,DS4,32.16,96,Erlotinib,8,DS4_X20120612_Erlotinib_G05,6.584962501,DS4_Erlotinib,1.093109404
X20120612,G05,DS4,33.165,98,Erlotinib,8,DS4_X20120612_Erlotinib_G05,6.614709844,DS4_Erlotinib,1.122856748
X20120612,G05,DS4,34.17,99,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.62935662,DS4_Erlotinib,1.137503524
X20120612,G05,DS4,35.175,98,Erlotinib,10,DS4_X20120612_Erlotinib_G05,6.614709844,DS4_Erlotinib,1.122856748
X20120612,G05,DS4,36.18,100,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.64385619,DS4_Erlotinib,1.152003093
X20120612,G05,DS4,37.185,100,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.64385619,DS4_Erlotinib,1.152003093
X20120612,G05,DS4,38.19,98,Erlotinib,5,DS4_X20120612_Erlotinib_G05,6.614709844,DS4_Erlotinib,1.122856748
X20120612,G05,DS4,39.195,103,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.686500527,DS4_Erlotinib,1.194647431
X20120612,G05,DS4,40.2,105,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.714245518,DS4_Erlotinib,1.222392421
X20120612,G05,DS4,41.205,104,Erlotinib,4,DS4_X20120612_Erlotinib_G05,6.700439718,DS4_Erlotinib,1.208586622
X20120612,G05,DS4,42.21,106,Erlotinib,5,DS4_X20120612_Erlotinib_G05,6.727920455,DS4_Erlotinib,1.236067358
X20120612,G05,DS4,43.215,105,Erlotinib,4,DS4_X20120612_Erlotinib_G05,6.714245518,DS4_Erlotinib,1.222392421
X20120612,G05,DS4,44.22,106,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.727920455,DS4_Erlotinib,1.236067358
X20120612,G05,DS4,45.22499999,109,Erlotinib,4,DS4_X20120612_Erlotinib_G05,6.768184325,DS4_Erlotinib,1.276331228
X20120612,G05,DS4,46.22999999,108,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.754887502,DS4_Erlotinib,1.263034406
X20120612,G05,DS4,47.23499999,111,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.794415866,DS4_Erlotinib,1.30256277
